0.005 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.015 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.025 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.035 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.045 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.055 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.065 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.075 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.085 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.095 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.105 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.115 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.125 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.135 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.145 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.155 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.165 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.17500000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.185 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.195 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.20500000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.215 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.225 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.23500000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.245 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.255 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.265 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.275 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.28500000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.295 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.305 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.315 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.325 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.335 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.34500000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.355 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.365 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.375 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.385 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.395 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.405 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.41500000000000004 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.425 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.435 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.445 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.455 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.465 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.47500000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.485 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.495 0.0 0.0 0.0 0.0 0.0 0.0 0.0
